INEFFECTIVE_SOFTWARE_PREFETCH.MAB_MCH_CNT,0x530252
INEFFECTIVE_SOFTWARE_PREFETCH.DATA_PIPE_SW_PF_DC_HIT,0x530152
SOFTWARE_PREFETCH_DATA_CACHE_FILLS.MABRESP_LCL_L2,0x530159
SOFTWARE_PREFETCH_DATA_CACHE_FILLS.LS_MABRESP_LCL_CACHE,0x530259
SOFTWARE_PREFETCH_DATA_CACHE_FILLS.LS_MABRESP_LCL_DRAM,0x530859
SOFTWARE_PREFETCH_DATA_CACHE_FILLS.LS_MABRESP_RMT_CACHE,0x531059
SOFTWARE_PREFETCH_DATA_CACHE_FILLS.LS_MABRESP_RMT_DRAM,0x534059
L1_DTLB_MISS.TLB_RELOAD_1G_L2_MISS,0x538045
L1_DTLB_MISS.TLB_RELOAD_2M_L2_MISS,0x534045
L1_DTLB_MISS.TLB_RELOAD_4K_L2_MISS,0x531045
L1_DTLB_MISS.TLB_RELOAD_1G_L2_HIT,0x530845
L1_DTLB_MISS.TLB_RELOAD_2M_L2_HIT,0x530445
L1_DTLB_MISS.TLB_RELOAD_4K_L2_HIT,0x530145
PREFETCH_INSTRUCTIONS_DISPATCHED.ANY,0x53074b
DATA_CACHE_REFILLS_FROM_SYSTEM.MABRESP_LCL_L2,0x530143
DATA_CACHE_REFILLS_FROM_SYSTEM.LS_MABRESP_LCL_CACHE,0x530243
DATA_CACHE_REFILLS_FROM_SYSTEM.LS_MABRESP_LCL_DRAM,0x530843
DATA_CACHE_REFILLS_FROM_SYSTEM.LS_MABRESP_RMT_CACHE,0x531043
DATA_CACHE_REFILLS_FROM_SYSTEM.LS_MABRESP_RMT_DRAM,0x534043
